,administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
1779,3.0,0 days 00:01:31,0,0 days 00:00:00,11.0,0 days 00:00:00,0.0,0.007,49.1,Mar,Windows,Google Chrome,Oceania,Affiliate marketing,Returning_Visitor,True,True
1780,2.0,0 days 00:01:43,1,0 days 00:00:02,87.0,0 days 00:00:02,0.0386,0.054,9.9,Nov,Android,Google Chrome,Eastern Europe,Youtube ads,Returning_Visitor,True,True
1781,0.0,0 days 00:00:00,0,0 days 00:00:00,12.0,0 days 00:00:00,0.0286,0.04,0.0,Mar,MACOS,Samsung Internet,Africa,Facebook ads,New_Visitor,False,False
1782,3.0,0 days 00:02:19.500000,0,0 days 00:00:00,35.0,0 days 00:00:00,0.0053,0.011,0.0,Nov,Windows,Mozilla Firefox,Eastern Europe,Google search,New_Visitor,False,True
1783,1.0,0 days 00:00:06,0,0 days 00:00:00,147.0,0 days 00:00:00,0.0018,0.009,0.0,Aug,Windows,Mozilla Firefox,Western Europe,Facebook ads,Returning_Visitor,False,False
1784,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.2,0.2,0.0,Dec,Android,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,True,False
1785,6.0,0 days 00:03:22.733333300,0,0 days 00:00:00,49.0,0 days 00:00:00,0.0159,0.031,9.9,May,Windows,Internet Explorer,Africa,Instagram ads,Returning_Visitor,True,False
1786,2.0,0 days 00:03:50.200000,0,0 days 00:00:00,65.0,0 days 00:00:00,0.009,0.026,1.7,Nov,MACOS,Safari,Western Europe,Tik Tok ads,Returning_Visitor,True,True
1787,3.0,0 days 00:01:26.833333330,1,0 days 00:00:36.500000,66.0,0 days 00:00:36.500000,0.0044,0.014,47.2,Nov,Windows,Microsoft Edge,Western Europe,Youtube channel,Returning_Visitor,False,True
1788,4.0,0 days 00:02:02,0,0 days 00:00:00,65.0,0 days 00:00:00,0.0026,0.028,0.0,Nov,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,True,False
1789,4.0,0 days 00:00:34,0,0 days 00:00:00,130.0,0 days 00:00:00,0.0,0.005,40.8,Dec,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,True
1790,0.0,0 days 00:00:00,0,0 days 00:00:00,58.0,0 days 00:00:00,0.0054,0.027,0.0,Nov,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
1791,0.0,0 days 00:00:00,1,0 days 00:00:07,2.0,0 days 00:00:07,0.2,0.2,0.0,Jul,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
1792,3.0,0 days 00:02:31.800000,0,0 days 00:00:00,27.0,0 days 00:00:00,0.0,0.008,0.0,Oct,MACOS,Safari,South America,Instagram Page,Returning_Visitor,False,False
1793,0.0,0 days 00:00:00,0,0 days 00:00:00,20.0,0 days 00:00:00,0.0067,0.043,0.0,May,Windows,Google Chrome,Asia,Bing search,Returning_Visitor,False,False
1794,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.2,0.2,0.0,Mar,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
1795,1.0,0 days 00:00:06,0,0 days 00:00:00,36.0,0 days 00:00:00,0.0067,0.011,0.0,Oct,MACOS,Samsung Internet,South America,Direct Traffic,Returning_Visitor,False,False
1796,8.0,0 days 00:00:34.187542840,0,0 days 00:00:00,287.0,0 days 00:00:00,0.0021,0.012,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
1797,12.0,0 days 00:02:20.883333300,1,0 days 00:03:06.200000,61.0,0 days 00:03:06.200000,0.0,0.007,0.0,Sep,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
1798,4.0,0 days 00:01:20.600000,2,0 days 00:00:01,14.0,0 days 00:00:01,0.0,0.027,0.0,Nov,iOS,Safari,Eastern Europe,Google search,Returning_Visitor,True,False
1799,0.0,0 days 00:00:00,2,0 days 00:00:07,3.0,0 days 00:00:07,0.0867,0.133,0.0,June,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
1800,0.0,0 days 00:00:00,0,0 days 00:00:00,20.0,0 days 00:00:00,0.0214,0.064,0.0,Nov,iOS,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
1801,0.0,0 days 00:00:06,0,0 days 00:00:00,3.0,0 days 00:00:00,0.05,0.13,0.0,Dec,Windows,Google Chrome,Northern Africa,Facebook ads,Returning_Visitor,False,False
1802,1.0,0 days 00:01:10,0,0 days 00:00:00,14.0,0 days 00:00:00,0.0,0.031,0.0,Dec,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
1803,0.0,0 days 00:00:00,0,0 days 00:00:00,8.0,0 days 00:00:00,0.0,0.0,0.0,Mar,Windows,Mozilla Firefox,North America,Facebook ads,Returning_Visitor,True,False
1804,0.0,0 days 00:00:00,0,0 days 00:00:00,11.0,0 days 00:00:00,0.0114,0.024,0.0,Nov,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,False,False
1805,1.0,0 days 00:00:36.500000,0,0 days 00:00:00,3.0,0 days 00:00:00,0.0,0.049,0.0,Mar,iOS,Safari,Western Europe,Google search,Returning_Visitor,False,False
1806,1.0,0 days 00:00:04,0,0 days 00:00:00,20.0,0 days 00:00:00,0.01,0.019,0.0,Nov,iOS,Safari,Eastern Europe,Twitter,Returning_Visitor,False,False
1807,0.0,0 days 00:00:00,0,0 days 00:00:00,4.0,0 days 00:00:00,0.0933,0.067,0.0,Dec,MACOS,Safari,Asia,Instagram ads,Returning_Visitor,False,False
1808,4.0,0 days 00:00:31,0,0 days 00:00:00,23.0,0 days 00:00:00,0.0232,0.074,0.0,May,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,False,False
1809,0.0,0 days 00:00:00,0,0 days 00:00:00,13.0,0 days 00:00:00,0.0,0.04,104.8,Dec,ChromeOS,Sogou Explorer,Northern Africa,Tik Tok ads,Other,False,True
1810,3.0,0 days 00:00:06,0,0 days 00:00:00,37.0,0 days 00:00:00,0.0148,0.043,13.0,Dec,MACOS,Safari,Western Europe,Youtube channel,Returning_Visitor,False,False
1811,0.0,0 days 00:00:00,0,0 days 00:00:00,5.0,0 days 00:00:00,0.0,0.04,0.0,Dec,Windows,Microsoft Edge,North America,Google search,Returning_Visitor,False,False
1812,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.2,0.2,0.0,May,Android,Android,Asia,Youtube ads,Returning_Visitor,False,False
1813,0.0,0 days 00:00:00,0,0 days 00:00:00,47.0,0 days 00:00:00,0.0045,0.019,0.0,Nov,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,False,True
1814,1.0,0 days 00:00:34,0,0 days 00:00:00,19.0,0 days 00:00:00,0.0146,0.067,0.0,May,Android,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,False,False
1815,0.0,0 days 00:00:00,0,0 days 00:00:00,15.0,0 days 00:00:00,0.05,0.075,0.0,May,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,False,False
1816,0.0,0 days 00:00:00,2,0 days 00:00:06,40.0,0 days 00:00:06,0.0199,0.03,0.0,May,Windows,Microsoft Edge,Asia,Bing search,Returning_Visitor,False,False
1817,1.0,0 days 00:00:15.200000,0,0 days 00:00:00,16.0,0 days 00:00:00,0.0,0.0,0.0,Oct,Windows,Mozilla Firefox,Eastern Europe,Google search,New_Visitor,False,False
1818,2.0,0 days 00:06:08.500000,2,0 days 00:00:07,8.0,0 days 00:00:07,0.0,0.007,0.0,Nov,MACOS,Safari,Northern Africa,Google search,Returning_Visitor,False,False
1819,16.0,0 days 00:06:33,1,0 days 00:00:04,170.0,0 days 00:00:04,0.0027,0.003,0.8,May,Windows,Google Chrome,Northern Africa,Twitter,Returning_Visitor,False,True
1820,4.0,0 days 00:01:49,0,0 days 00:00:00,3.0,0 days 00:00:00,0.0,0.04,0.0,Dec,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
1821,8.0,0 days 00:02:11.900000,1,0 days 00:00:47,13.0,0 days 00:00:47,0.0065,0.015,18.5,Sep,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
1822,1.0,0 days 00:01:04.500000,0,0 days 00:00:00,9.0,0 days 00:00:00,0.0,0.035,0.0,Nov,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
1823,1.0,0 days 00:00:19.200000,1,0 days 00:00:20.200000,18.0,0 days 00:00:20.200000,0.0,0.025,0.0,Aug,Windows,Google Chrome,North America,Google search,New_Visitor,True,False
1824,0.0,0 days 00:00:00,0,0 days 00:00:00,11.0,0 days 00:00:00,0.0152,0.028,0.0,Mar,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
1825,0.0,0 days 00:00:06,0,0 days 00:00:00,12.0,0 days 00:00:00,0.0286,0.057,0.0,Nov,Windows,Microsoft Edge,South America,Instagram ads,Returning_Visitor,False,False
1826,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0,0.1,0.0,May,Windows,Microsoft Edge,Eastern Europe,Twitter,Returning_Visitor,False,False
1827,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.2,0.2,0.0,Jul,MACOS,Safari,North America,Facebook ads,Returning_Visitor,False,False
1828,8.0,0 days 00:02:47.250000,0,0 days 00:00:00,31.0,0 days 00:00:00,0.0,0.013,13.0,Dec,Android,Google Chrome,Southern Africa,Google search,Returning_Visitor,False,False
1829,0.0,0 days 00:00:00,0,0 days 00:00:00,8.0,0 days 00:00:00,0.125,0.127,0.0,Feb,MACOS,Safari,North America,Bing search,Returning_Visitor,False,False
1830,0.0,0 days 00:00:06,0,0 days 00:00:00,28.0,0 days 00:00:00,0.0171,0.031,0.0,May,Windows,Mozilla Firefox,Eastern Europe,Instagram ads,Returning_Visitor,False,False
1831,0.0,0 days 00:00:00,0,0 days 00:00:00,9.0,0 days 00:00:00,0.0222,0.054,0.0,May,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
1832,0.0,0 days 00:00:00,6,0 days 00:05:21.116666700,247.0,0 days 00:05:21.116666700,0.0125,0.036,0.0,Nov,Android,Google Chrome,North America,Google search,Returning_Visitor,True,False
1833,1.0,0 days 00:00:00.800000,0,0 days 00:00:00,22.0,0 days 00:00:00,0.0,0.006,0.0,Nov,Windows,Mozilla Firefox,Eastern Europe,Google search,New_Visitor,False,False
1834,0.0,0 days 00:00:00,0,0 days 00:00:00,56.0,0 days 00:00:00,0.0022,0.02,0.0,Mar,MACOS,Safari,Africa,Facebook ads,Returning_Visitor,True,False
1835,11.0,0 days 00:05:25.220000,7,0 days 00:00:38,85.0,0 days 00:00:38,0.016,0.022,1.8,Nov,Windows,Google Chrome,North America,Affiliate marketing,Returning_Visitor,False,True
1836,5.0,0 days 00:02:19.400000,3,0 days 00:00:36.600000,14.0,0 days 00:00:36.600000,0.0127,0.02,0.0,June,MACOS,Safari,Western Europe,Facebook ads,Returning_Visitor,False,False
1837,0.0,0 days 00:00:00,0,0 days 00:00:00,4.0,0 days 00:00:00,0.0,0.02,0.0,Dec,MACOS,Safari,North America,Google search,Returning_Visitor,True,False
1838,2.0,0 days 00:02:43.200000,1,0 days 00:06:40,70.0,0 days 00:06:40,0.0,0.004,34.8,Sep,Windows,Google Chrome,North America,Google search,New_Visitor,False,False
1839,0.0,0 days 00:00:06,0,0 days 00:00:00,23.0,0 days 00:00:00,0.0,0.013,42.1,Nov,Windows,Google Chrome,Oceania,Google search,Returning_Visitor,False,True
1840,0.0,0 days 00:00:00,0,0 days 00:00:00,8.0,0 days 00:00:00,0.0667,0.08,0.0,Nov,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
1841,0.0,0 days 00:00:00,0,0 days 00:00:00,19.0,0 days 00:00:00,0.0,0.04,0.0,Nov,Windows,Google Chrome,Asia,Direct Traffic,Returning_Visitor,True,False
1842,0.0,0 days 00:00:00,2,0 days 00:00:17,14.0,0 days 00:00:17,0.0108,0.03,0.0,May,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
1843,3.0,0 days 00:01:45.641457600,0,0 days 00:00:00,26.0,0 days 00:00:00,0.0073,0.023,0.0,Sep,MACOS,Safari,Southern Africa,Instagram ads,Returning_Visitor,False,False
1844,4.0,0 days 00:12:28.264585699,0,0 days 00:00:00,135.0,0 days 00:00:00,0.0096,0.024,0.0,Nov,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,True
1845,7.0,0 days 00:02:29.100000,0,0 days 00:00:00,14.0,0 days 00:00:00,0.0,0.011,0.0,Sep,Windows,Google Chrome,Oceania,Google search,New_Visitor,False,False
1846,2.0,0 days 00:00:43.500000,3,0 days 00:01:02,67.0,0 days 00:01:02,0.0083,0.036,6.7,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,True,False
1847,0.0,0 days 00:00:00,0,0 days 00:00:00,22.0,0 days 00:00:00,0.0754,0.123,0.0,May,Android,Google Chrome,South America,Twitter,Returning_Visitor,False,False
1848,0.0,0 days 00:00:00,0,0 days 00:00:00,9.0,0 days 00:00:00,0.0,0.011,0.0,Nov,Android,Google Chrome,Asia,Bing search,Returning_Visitor,True,False
1849,0.0,0 days 00:00:00,0,0 days 00:00:00,17.0,0 days 00:00:00,0.0142,0.034,0.0,Nov,MACOS,Safari,Eastern Europe,Facebook ads,Returning_Visitor,True,False
1850,0.0,0 days 00:00:00,0,0 days 00:00:00,14.0,0 days 00:00:00,0.0138,0.03,0.0,Mar,Windows,Opera,North America,Affiliate marketing,Returning_Visitor,False,False
1851,0.0,0 days 00:00:06,0,0 days 00:00:00,14.0,0 days 00:00:00,0.025,0.05,0.0,Feb,iOS,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
1852,1.0,0 days 00:01:06.500000,0,0 days 00:00:00,48.0,0 days 00:00:00,0.0082,0.012,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
1853,0.0,0 days 00:00:00,0,0 days 00:00:00,3.0,0 days 00:00:00,0.2,0.2,0.0,June,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,True,False
1854,4.0,0 days 00:02:09.500000,0,0 days 00:00:00,9.0,0 days 00:00:00,0.0,0.002,0.0,Mar,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
1855,1.0,0 days 00:01:32.020000,0,0 days 00:00:00,22.0,0 days 00:00:00,0.0,0.002,0.0,May,MACOS,Safari,Western Europe,Twitter,Returning_Visitor,False,False
1856,1.0,0 days 00:00:39,0,0 days 00:00:00,35.0,0 days 00:00:00,0.0118,0.021,0.0,Sep,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
1857,10.0,0 days 00:19:37.530000,8,0 days 00:30:40,79.0,0 days 00:30:40,0.0072,0.019,0.0,Dec,Android,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
1858,8.0,0 days 00:11:50.825000500,0,0 days 00:00:00,45.0,0 days 00:00:00,0.0103,0.021,5.4,Nov,Android,Google Chrome,Africa,Google search,Returning_Visitor,False,False
1859,4.0,0 days 00:02:37,3,0 days 00:01:20.500000,27.0,0 days 00:01:20.500000,0.0,0.018,6.4,Dec,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
1860,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.2,0.2,0.0,May,Android,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,False,False
1861,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.2,0.2,0.0,Jul,MACOS,Safari,Western Europe,Instagram ads,Returning_Visitor,False,False
1862,9.0,0 days 00:08:08.758033300,6,0 days 00:16:04,191.0,0 days 00:16:04,0.0083,0.012,18.7,Dec,Windows,Google Chrome,North America,Google search,Returning_Visitor,True,True
1863,0.0,0 days 00:00:00,0,0 days 00:00:00,8.0,0 days 00:00:00,0.0308,0.065,0.0,May,Windows,Google Chrome,Asia,Google search,Returning_Visitor,True,False
1864,0.0,0 days 00:00:00,0,0 days 00:00:00,62.0,0 days 00:00:00,0.003,0.022,20.9,Nov,Windows,Google Chrome,Western Europe,Twitter,Returning_Visitor,False,True
1865,14.0,0 days 00:05:16.794282500,2,0 days 00:05:17.600000,34.0,0 days 00:05:17.600000,0.0,0.021,16.3,Aug,MACOS,Safari,Northern Africa,Google search,Returning_Visitor,True,True
1866,0.0,0 days 00:00:00,0,0 days 00:00:00,9.0,0 days 00:00:00,0.0133,0.03,0.0,May,Windows,Mozilla Firefox,Western Europe,Google search,Returning_Visitor,False,False
1867,10.0,0 days 00:02:50.933333300,3,0 days 00:00:25.200000,100.0,0 days 00:00:25.200000,0.0067,0.032,0.0,June,Windows,Google Chrome,Africa,Google search,Returning_Visitor,True,False
1868,2.0,0 days 00:01:31,0,0 days 00:00:00,22.0,0 days 00:00:00,0.0,0.003,0.0,Dec,Windows,Mozilla Firefox,North America,Google search,Returning_Visitor,False,False
1869,0.0,0 days 00:00:00,0,0 days 00:00:00,13.0,0 days 00:00:00,0.0186,0.027,0.0,May,Android,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,False,False
1870,1.0,0 days 00:00:49.500000,0,0 days 00:00:00,7.0,0 days 00:00:00,0.0,0.055,0.0,May,Windows,Mozilla Firefox,Western Europe,Bing search,Returning_Visitor,False,False
1871,17.0,0 days 00:03:51.200000,2,0 days 00:00:41.600000,92.0,0 days 00:00:41.600000,0.0122,0.029,8.0,Oct,Windows,Google Chrome,Northern Africa,Instagram ads,Returning_Visitor,False,False
1872,12.0,0 days 00:04:52.081013800,4,0 days 00:04:47.500000,1.0,0 days 00:04:47.500000,0.0197,0.046,10.8,Nov,MACOS,Safari,Western Europe,Google search,Returning_Visitor,False,False
1873,15.0,0 days 00:03:35.396666700,3,0 days 00:00:21.500000,282.0,0 days 00:00:21.500000,0.0038,0.015,5.4,Nov,Windows,Google Chrome,South America,Direct Traffic,Returning_Visitor,False,False
1874,0.0,0 days 00:00:00,0,0 days 00:00:00,3.0,0 days 00:00:00,0.0,0.04,0.0,Jul,Windows,Opera,Asia,Instagram ads,Returning_Visitor,False,False
1875,0.0,0 days 00:00:00,0,0 days 00:00:00,26.0,0 days 00:00:00,0.005,0.068,0.0,Nov,Windows,Google Chrome,North America,Direct Traffic,Returning_Visitor,True,False
1876,0.0,0 days 00:00:00,0,0 days 00:00:00,22.0,0 days 00:00:00,0.0675,0.125,0.0,May,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
1877,0.0,0 days 00:00:00,0,0 days 00:00:00,16.0,0 days 00:00:00,0.0045,0.01,0.0,Dec,Windows,Google Chrome,North America,Twitter,Returning_Visitor,False,False
1878,0.0,0 days 00:00:00,0,0 days 00:00:00,16.0,0 days 00:00:00,0.0,0.035,0.0,Mar,Windows,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,False,False
1879,0.0,0 days 00:00:00,0,0 days 00:00:00,74.0,0 days 00:00:00,0.0106,0.022,0.0,Dec,Android,Google Chrome,North America,Affiliate marketing,Returning_Visitor,False,False
1880,0.0,0 days 00:00:00,0,0 days 00:00:00,9.0,0 days 00:00:00,0.0,0.079,0.0,May,Windows,Google Chrome,North America,Bing search,Returning_Visitor,True,False
1881,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.2,0.2,0.0,Dec,Android,Google Chrome,Western Europe,Affiliate marketing,Returning_Visitor,False,False
1882,0.0,0 days 00:00:00,0,0 days 00:00:00,3.0,0 days 00:00:00,0.0847,0.1,0.0,May,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
1883,3.0,0 days 00:04:49.100000,5,0 days 00:06:09.500000,196.0,0 days 00:06:09.500000,0.0078,0.026,2.9,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
1884,6.0,0 days 00:02:12.900000,0,0 days 00:00:00,41.0,0 days 00:00:00,0.0083,0.01,0.0,Oct,iOS,Google Chrome,Western Europe,Bing search,Returning_Visitor,True,False
1885,1.0,0 days 00:00:31,3,0 days 00:07:51,106.0,0 days 00:07:51,0.0,0.017,28.7,Nov,Android,Android,North America,Google search,Returning_Visitor,False,True
1886,0.0,0 days 00:00:06,0,0 days 00:00:00,7.0,0 days 00:00:00,0.0225,0.066,0.0,Mar,MACOS,Safari,South America,Instagram ads,Returning_Visitor,True,False
1887,0.0,0 days 00:00:00,0,0 days 00:00:00,18.0,0 days 00:00:00,0.029,0.036,0.0,May,Android,Android,Western Europe,Instagram ads,Returning_Visitor,False,False
1888,0.0,0 days 00:00:06,0,0 days 00:00:00,1.0,0 days 00:00:00,0.2,0.2,0.0,Mar,Android,Google Chrome,Southern Africa,Instagram ads,Returning_Visitor,False,False
1889,1.0,0 days 00:00:43,0,0 days 00:00:00,22.0,0 days 00:00:00,0.0,0.002,0.0,May,MACOS,Safari,Southern Africa,Facebook ads,New_Visitor,False,False
1890,0.0,0 days 00:00:00,0,0 days 00:00:00,6.0,0 days 00:00:00,0.02,0.033,0.0,Nov,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
1891,5.0,0 days 00:01:07.750000,0,0 days 00:00:00,79.0,0 days 00:00:00,0.0058,0.014,0.0,Dec,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
1892,8.0,0 days 00:00:59.150000,4,0 days 00:02:17.800000,20.0,0 days 00:02:17.800000,0.0,0.015,5.4,Jul,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
1893,12.0,0 days 00:02:46.870000,0,0 days 00:00:00,8.0,0 days 00:00:00,0.0,0.012,0.0,Oct,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
1894,2.0,0 days 00:00:12.500000,0,0 days 00:00:00,33.0,0 days 00:00:00,0.0073,0.014,58.6,Nov,MACOS,Safari,Eastern Europe,Instagram ads,Returning_Visitor,False,False
1895,6.0,0 days 00:03:04.250000,2,0 days 00:04:08.622228600,140.0,0 days 00:04:08.622228600,0.0059,0.014,12.2,Nov,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,True,True
1896,0.0,0 days 00:00:00,0,0 days 00:00:00,7.0,0 days 00:00:00,0.0267,0.079,0.0,Mar,MACOS,Safari,Eastern Europe,Google search,Returning_Visitor,False,False
1897,4.0,0 days 00:01:14.750000,0,0 days 00:00:00,18.0,0 days 00:00:00,0.0,0.011,0.0,Sep,Windows,Mozilla Firefox,North America,Google search,Returning_Visitor,True,False
1898,0.0,0 days 00:00:06,0,0 days 00:00:00,19.0,0 days 00:00:00,0.0286,0.087,0.0,Nov,Windows,Mozilla Firefox,Eastern Europe,Facebook ads,Returning_Visitor,False,False
1899,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.0,0.1,0.0,May,Android,Google Chrome,South America,Instagram ads,Returning_Visitor,False,False
1900,2.0,0 days 00:03:27.570000,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0072,0.043,0.0,Dec,Windows,Google Chrome,North America,Google search,New_Visitor,False,False
1901,0.0,0 days 00:00:00,0,0 days 00:00:00,14.0,0 days 00:00:00,0.0286,0.05,0.0,Dec,Android,Google Chrome,North America,Twitter,Returning_Visitor,True,False
1902,2.0,0 days 00:00:18,0,0 days 00:00:00,41.0,0 days 00:00:00,0.0,0.006,0.0,Nov,MACOS,Google Chrome,Eastern Europe,Google search,Returning_Visitor,True,False
1903,0.0,0 days 00:00:06,0,0 days 00:00:00,0.0,0 days 00:00:00,0.2,0.2,0.0,Nov,Android,Google Chrome,North America,Yahoo Search,Returning_Visitor,False,False
1904,2.0,0 days 00:03:04.100000,0,0 days 00:00:00,10.0,0 days 00:00:00,0.05,0.098,0.0,Nov,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
1905,0.0,0 days 00:00:00,0,0 days 00:00:00,4.0,0 days 00:00:00,0.0,0.025,0.0,Feb,Android,Google Chrome,South America,Google search,Returning_Visitor,False,False
1906,1.0,0 days 00:01:33.500000,0,0 days 00:00:00,37.0,0 days 00:00:00,0.0099,0.021,5.0,Nov,Windows,Mozilla Firefox,Western Europe,Facebook ads,Returning_Visitor,False,False
1907,2.0,0 days 00:01:06.200000,0,0 days 00:00:00,17.0,0 days 00:00:00,0.0483,0.064,0.0,May,Android,Google Chrome,Eastern Europe,Youtube ads,Returning_Visitor,True,False
1908,19.0,0 days 00:06:39.390669200,1,0 days 00:00:22,330.0,0 days 00:00:22,0.0016,0.006,0.0,May,Windows,Google Chrome,Oceania,Facebook ads,Returning_Visitor,False,False
